hsat1_regions	009a06db-9585-4813-9c4e-78d43594a92e	162005	162954
hsat1_regions	042e819b-904f-4a30-a328-3a4a07a4f84e	177019	177344
hsat1_regions	0814186b-db58-4231-a308-93e35ca66b3f	156565	157413
hsat1_regions	08d00961-7b23-43ec-ba23-7130b3f7b810	105117	105482
hsat1_regions	0cea5dee-e306-439d-ba3d-64b28c19cb76	272632	273551
hsat1_regions	196cd339-6167-4677-baa3-102a91d98d94	56958	56460
hsat1_regions	1a46f12d-c980-4c7b-985a-07b935abd488	298850	299466
hsat1_regions	1e8c751f-5749-419d-91be-43241a91b19f	161080	160777
hsat1_regions	22b0bb8e-4320-47bd-bc00-d82c5adb778f	219224	219986
hsat1_regions	24e98e2b-b5d9-4a07-b7e1-97af05e07b40	150613	150888
hsat1_regions	25d71f17-f35e-4324-b464-5467ae481827	173088	173577
hsat1_regions	2886083a-573c-4b70-addf-8a93171017ef	176053	175774
hsat1_regions	295245ac-294f-4dd3-85e1-d5a6ccf58ed6	195282	196190
hsat1_regions	335b5368-dc31-4e08-a7a0-b02b7f377185	228114	227342
hsat1_regions	35995dd6-4fc3-4b46-9d39-569d877aa236	174248	174268
hsat1_regions	365191a7-1f61-4d96-b595-b8352c30b466	215058	222227
hsat1_regions	369088e7-c3b9-46ee-b1ea-9a4b8d6cb2d8	91173	95698
hsat1_regions	3aab31da-ad93-4b8e-8ee0-fc8cc4bc13be	194008	195183
hsat1_regions	3f224c33-f4ce-4e66-b1fc-0ae11b1af9be	165604	165335
hsat1_regions	426a4bcf-1285-4669-8939-2744315173df	229427	229228
hsat1_regions	447ab9e9-e98f-45b4-ae83-633a75bb2e7e	168482	169684
hsat1_regions	46cdfa0a-2217-478d-a1e1-9bd556aae15f	298445	299810
hsat1_regions	47511c48-25ba-46a3-9636-11fdac19dbf1	130200	131413
hsat1_regions	48a0f41e-dfb8-489f-b052-845c6a1172d3	154024	154265
hsat1_regions	50903248-e367-490e-9980-ce2be0206ba0	182841	186017
hsat1_regions	51b591d9-7d4d-4c65-b483-f03c379ca294	247430	252367
hsat1_regions	56da8155-5c9b-4f3e-94b2-3c4682ef8916	320908	321405
hsat1_regions	5a19637a-741d-42e5-8054-bb3dfcf9a0bb	234244	234705
hsat1_regions	6c2f194f-327d-40a6-a7ac-9835f25ea482	168472	170536
hsat1_regions	719fa1da-1e2c-4e02-bf85-72f92eb6b079	153668	155651
hsat1_regions	72991138-5b2b-4075-b606-3adcc99d3ef7	160632	161089
hsat1_regions	76c7e049-d931-43a5-a65e-3adfcdca8993	106796	105415
hsat1_regions	76df7fef-7c27-40d8-a3e4-ab4d9f10f2a8	217770	219146
hsat1_regions	7e571e84-d119-468c-a75b-cca6cdc4d666	167723	168821
hsat1_regions	7f9ea62b-25c5-45d9-baae-026443a13a77	219688	220408
hsat1_regions	815f3069-7f74-4e81-8c67-6aa0be1e7c96	192456	195168
hsat1_regions	82699f99-9520-4e27-989f-9a327e922872	182935	183381
hsat1_regions	82f8ea7c-ed02-4d5e-806b-f1c4b624fb60	14299	14448
hsat1_regions	84e9bd68-d5a7-4acd-b13f-2caae4e5447a	320708	322838
hsat1_regions	85a7a59e-ccc3-46c2-9c20-40384db48777	82988	83271
hsat1_regions	87862d52-758c-4ede-9dcd-3a6d271b58b7	171819	173520
hsat1_regions	89f460a0-7acc-43c1-85ca-8a3a899dc6a2	192316	191847
hsat1_regions	900a3e44-fc20-43e2-9bbb-3e54267032a6	274678	274124
hsat1_regions	9c20ceb8-5078-4ec9-b7f6-eb9ff15ab724	157420	157882
hsat1_regions	9d98bc71-5289-4827-bf78-a4ea7b641e29	173232	173762
hsat1_regions	a2e4f9b9-4355-492d-a800-32a5c8fe076e	152998	153054
hsat1_regions	a7a842d4-87f5-4abe-aa31-4dede9e6a156	155231	155535
hsat1_regions	a89ff26c-c4f9-4f33-9ba5-324fec5f6ec2	172679	176857
hsat1_regions	a9d680e9-599e-4db2-9ce4-7ad28230ccc2	193854	196327
hsat1_regions	aa7fd37e-e734-4095-8607-33076387ceab	200964	201124
hsat1_regions	aba94f05-42f7-4f37-80d9-dfae838ae8da	287782	288577
hsat1_regions	bbdc024c-b292-4d10-ad36-32127a9ca5dd	198965	198917
hsat1_regions	bc8b3a88-b226-43ed-b048-63d89804ed67	204219	204084
hsat1_regions	be2e133b-6935-4c41-b31e-b17dd35e9dbe	212377	213782
hsat1_regions	c0a9ef1d-c856-44ee-8f16-6525dcf73eeb	170706	171258
hsat1_regions	c1eacf0d-1845-4889-96a6-39b7d99d2b2b	200738	201866
hsat1_regions	c3d1946a-5587-466e-bd9c-aff2b4407b84	187343	187289
hsat1_regions	ce5725ae-f6d6-4891-a2fc-2be48fd5b940	244608	245626
hsat1_regions	cfc5229e-45b3-4379-b37f-f24869e1ddb4	230368	231463
hsat1_regions	d4367d98-e72e-435e-9fea-6240451bfee1	215725	215330
hsat1_regions	d52b81f9-7523-45c8-80ee-5a5485dd4eee	218382	219079
hsat1_regions	d8502976-97e9-453c-8507-ddaa6fe38802	126988	127133
hsat1_regions	da17ee9c-0663-4df7-9971-3ff8a3432509	162799	160246
hsat1_regions	ddcaffb5-c485-47ad-984f-323ec56bd924	98511	98688
hsat1_regions	de5c4085-f50a-407a-ad96-e413abf13e04	259394	260542
hsat1_regions	e04ae162-a842-4735-b8c9-17bfef4383e3	390578	394651
hsat1_regions	ef605f5f-3a15-4b73-9386-7babd444c924	192832	193610
hsat1_regions	f13d9b24-e80d-4fd4-985f-b217f3b565c6	149694	152156
hsat1_regions	f61a2674-6cee-47b6-a47c-f84fb0c8378d	192542	192390
hsat1_regions	f7629b32-557c-45ba-91b0-38f9157d8da7	270425	274035
hsat1_regions	f773f531-51c0-4000-af62-3d292521a8ca	158913	159706
hsat1_regions	f8150e04-ac52-49b0-98c9-c8c6f856bc0c	164261	163737
hsat1_regions	fb0d1f1c-17b6-49c9-b0f4-a6837318dfa4	165364	172576
hsat1_regions	fc626154-c783-405b-b50f-c77b5aa8005e	177603	178442
hsat1_regions	fdd76dac-b977-4497-a586-da9354b7ada2	152721	153128
mat_regions	seq100	56776	79185
mat_regions	seq101	40176	40174
mat_regions	seq102	51964	51958
mat_regions	seq103	55713	52973
mat_regions	seq104	57908	58221
mat_regions	seq105	36319	36652
mat_regions	seq106	40100	40433
mat_regions	seq107	49864	49527
mat_regions	seq108	31684	31680
mat_regions	seq109	57849	57825
mat_regions	seq10	2695507	2699442
mat_regions	seq110	59899	59870
mat_regions	seq111	37757	37071
mat_regions	seq112	28291	28981
mat_regions	seq113	39402	39039
mat_regions	seq114	32003	31664
mat_regions	seq115	39011	39364
mat_regions	seq116	51746	51764
mat_regions	seq117	15650	15985
mat_regions	seq118	22475	21798
mat_regions	seq119	31643	31668
mat_regions	seq11	152355	152198
mat_regions	seq120	47716	47718
mat_regions	seq121	41841	41823
mat_regions	seq122	25246	25251
mat_regions	seq123	24451	23769
mat_regions	seq124	15643	17006
mat_regions	seq125	33428	32758
mat_regions	seq126	30011	29679
mat_regions	seq127	8838	8840
mat_regions	seq128	18178	18525
mat_regions	seq129	31275	31620
mat_regions	seq12	2138926	2152539
mat_regions	seq130	49875	50550
mat_regions	seq131	31661	31668
mat_regions	seq132	40143	40835
mat_regions	seq133	30444	29782
mat_regions	seq134	31587	31620
mat_regions	seq135	31595	31620
mat_regions	seq136	31601	31620
mat_regions	seq137	31617	31620
mat_regions	seq138	6753	6749
mat_regions	seq139	5153	5493
mat_regions	seq13	1502040	1504407
mat_regions	seq140	3205	3203
mat_regions	seq141	31621	31620
mat_regions	seq142	44101	44085
mat_regions	seq143	21393	24102
mat_regions	seq144	18214	18215
mat_regions	seq145	9878	9881
mat_regions	seq146	2437	2437
mat_regions	seq147	4780	4779
mat_regions	seq148	2476	2476
mat_regions	seq149	5017	5017
mat_regions	seq14	2662930	2665223
mat_regions	seq150	5120	5120
mat_regions	seq151	5017	5017
mat_regions	seq152	6376	6376
mat_regions	seq153	11201	10520
mat_regions	seq154	9898	8538
mat_regions	seq155	14416	12043
mat_regions	seq156	14125	14124
mat_regions	seq157	13898	13569
mat_regions	seq158	6542	6203
mat_regions	seq159	7105	7106
mat_regions	seq15	5464077	5465358
mat_regions	seq160	15723	16401
mat_regions	seq161	15630	15628
mat_regions	seq162	1856	2535
mat_regions	seq163	4840	4837
mat_regions	seq164	7811	7470
mat_regions	seq165	3504	3503
mat_regions	seq166	11621	13319
mat_regions	seq167	8565	10263
mat_regions	seq168	9151	10169
mat_regions	seq169	22240	22235
mat_regions	seq16	1521313	1522144
